DATASET_DOMAINS
SEPARATOR COMMA
DATASET_LABEL,Domains
XP_004246041.1,589
WKY02555.1,570
VDN81230.1,743
KAK1502932.1,550
XP_026396566.1,550
MDF0665985.1,650
PAV77133.1,626
WP_071113803.1,312
KAJ3941953.1,852
XP_033436504.1,631
QHO02732.1,562
VDI14092.1,664
KAF3916622.1,611
WP_177118020.1,511
KAB2091702.1,548
KAG4437354.1,753
KAI5073115.1,302
KAG2056581.1,670
KAG1846940.1,670
WP_007758421.1,529
WP_154783735.1,536
WP_087077690.1,686
XP_048337374.1,522
XP_009854619.1,733
XP_041222856.1,407
KAG5960980.1,639
KAG6068800.1,639
WP_177131702.1,511
TYH26256.1,548
QSZ35560.1,592
KRY36467.1,832
WP_202092491.1,504
XP_031002995.1,607
KAK0716028.1,525
WP_177082994.1,511
XP_016632891.1,617
KJA14764.1,624
XP_007737736.1,614
WP_212809549.1,511
KND89565.1,551
KAJ3224943.1,625
VDI46787.1,561
KAI1107801.1,633
KAJ6850523.1,611
KAI3968541.1,567
XP_012841282.1,598
WP_310366628.1,858
RWR82413.1,583
WP_255913365.1,493
XP_041296302.1,668
KAG5966020.1,639
KAJ3698925.1,593
WP_027401937.1,531
GMS90466.1,755
WP_291193091.1,475
CAG8972777.1,562
KAI1013948.1,586
WP_080969000.1,296
OQO22980.1,548
XP_031126629.1,594
WP_054934665.1,445
XP_031081621.1,586
KDN35730.1,737
KAI6920748.1,640
KAG8829703.1,716
KAG4271670.1,586
RSL69213.1,566
RZC44591.1,668,HH|423|474|#cda590|PF12142_Polyphenol oxidase middle domain,HH|520|662|#550d31|PF12143_Protein of unknown function (DUF,HH|209|416|#7df62d|PF00264_Common central domain of tyrosinase
KAI7278700.1,640
KAI6829171.1,640
KAI6815198.1,640
MBA0723723.1,590
TYI37699.1,548
KAI1382190.1,632
KAG8823547.1,734,HH|572|696|#e76085|PF18132_Tyosinase C-terminal domain,HH|48|300|#7df62d|PF00264_Common central domain of tyrosinase
KAI3675064.1,622
PUU78148.1,652
WP_224102039.1,445
VDI13702.1,688
XP_039140064.1,586
KAI6798429.1,640
EPS96866.1,547
KAI7088235.1,642
KAF3046339.1,454
KAJ8303001.1,273
KAG4262202.1,586
UPK97161.1,566
WP_225711475.1,527
XP_015084604.1,589
KAI7333218.1,640
KAI7472547.1,640
KAJ9615738.1,496
XP_013947982.1,554
WP_310316254.1,501
CAG8805217.1,283
KAJ7451352.1,627
MBV8977043.1,491
KAI6871029.1,640
WP_087697838.1,296
WP_212796412.1,511
XP_017633325.1,548
TYJ44303.1,548
OQO13244.1,595
KAJ3249939.1,516
MCJ1291384.1,605
RMZ12959.1,640
KAG4029779.1,595
WP_298849533.1,515
KAI0662133.1,623,HH|465|585|#e76085|PF18132_Tyosinase C-terminal domain,HH|57|299|#7df62d|PF00264_Common central domain of tyrosinase
KAI0342041.1,576
RCI10190.1,555
KAK0745880.1,628
KAF3175599.1,521
KDQ53370.1,702
KAI7845831.1,574
WP_310119972.1,501
KHN03175.1,583
RKL46725.1,586
KAF2661526.1,733
XP_003551647.1,601,HH|400|449|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|24|#eebe41|SignalP-noTM_SignalP-noTM,HH|472|597|#550d31|PF12143_Protein of unknown function (DUF,HH|181|390|#7df62d|PF00264_Common central domain of tyrosinase,EL|7|24|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
CAG9235274.1,503
PAV77135.1,605
XP_053402744.1,436
KAJ3065875.1,247
KAI7577343.1,335
KRY59689.1,613
WP_211520849.1,880
WP_208645238.1,501
WP_310129237.1,501
NUO71934.1,474
WP_090334227.1,860
PVH75831.1,609
WP_080939973.1,296
KRX59237.1,616
KAF2840484.1,592
KAF3942432.1,715
KAF9240819.1,685
KAI7390662.1,578
CAD5221707.1,853
EXU99932.1,638
ORC48928.1,467
WP_257120835.1,531
HCN46363.1,433
KAI7101174.1,395
KAK1326262.1,583
KAG4937106.1,583
KAF1837944.1,735
WP_146472242.1,494
CAE6498318.1,738
VDI30057.1,440
RYN30496.1,616
WP_230723585.1,296
XP_015962121.1,600
KAJ7767118.1,577
KAG5095617.1,601
MDQ3953758.1,418
KAJ8123927.1,642
OLZ83812.1,291
KAI7754714.1,602
WP_062701743.1,503
KZL88097.1,636
WP_130697008.1,493
WP_281127500.1,595
MDV2080851.1,500
XP_057754818.1,600
OUC40655.1,627
KZV94400.1,539
WP_260343909.1,505
KAK1325141.1,499
KAF2196129.1,713
WP_185019867.1,519
KAI7070588.1,240
XP_031870848.1,560
KAF8805055.1,617,HH|464|581|#e76085|PF18132_Tyosinase C-terminal domain,HH|50|294|#7df62d|PF00264_Common central domain of tyrosinase
KKO99516.1,552
CAG2220539.1,648
TMK46403.1,285
KAI5776389.1,653
WP_104548229.1,510
KAI0133618.1,391
ABI96931.1,459
WP_284406755.1,526
KAH9989732.1,553
CUA76228.1,685
PYS45202.1,489
GKT67545.1,450
XP_047954539.1,586,HH|390|439|#cda590|PF12142_Polyphenol oxidase middle domain,HH|462|579|#550d31|PF12143_Protein of unknown function (DUF,HH|174|381|#7df62d|PF00264_Common central domain of tyrosinase
KAI1261009.1,637
CAG8490569.1,589
WP_290861559.1,331
WP_227174175.1,500
KAK1826364.1,683
KAI7623346.1,405
KAI8302193.1,387
KAF7358579.1,667
MDK2408944.1,549
XP_016240182.1,618
ESY03812.1,497
MBA0694907.1,596
WP_244744362.1,501
KAH8884511.1,601
WP_023698875.1,504
WP_281925656.1,504
KAG8816710.1,521
WP_308129663.1,100
KAI8828711.1,639
KAG6010792.1,642
WP_183552295.1,498
TFK69975.1,596
KAI1365709.1,609
KAF5626869.1,586
VDI13703.1,672
KAI7751871.1,316
PAV77136.1,610
GKT81974.1,465
KAI7263216.1,349
KAI7744339.1,606
CAG8571024.1,563
XP_964823.2,700
WP_147192606.1,941
XP_010910928.1,594
PWA74481.1,455
KZT27179.1,682
XP_048735708.2,717
WP_073171887.1,505
UEV87802.1,586,HH|371|419|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|20|#27220e|SignalP-TM_SignalP-TM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|21|#eebe41|SignalP-noTM_SignalP-noTM,HH|452|585|#550d31|PF12143_Protein of unknown function (DUF,HH|148|362|#7df62d|PF00264_Common central domain of tyrosinase
XP_007330697.1,610
WP_309753792.1,931
WP_309621807.1,931
KAI6632727.1,1438
XP_023519283.1,568
KAF4339671.1,533
KAF9235094.1,635
KJH52569.1,585
XP_058114897.1,590
XP_030983299.1,1455
TKA79197.1,711
WP_168228077.1,296
KAF3451519.1,597
PCH08584.1,626
KAH9436149.1,1534
KAI6375145.1,1551
VDI30058.1,437
KAI0910623.1,609
XP_023454859.1,697
WP_003182535.1,511
KAI0553589.1,642
XP_020061014.1,643
GFR69255.1,391
GFS46382.1,601
CAG2208704.1,560
WP_166471875.1,493
KAI1201384.1,700
KAK1325140.1,614,HH|401|450|#cda590|PF12142_Polyphenol oxidase middle domain,HH|476|612|#550d31|PF12143_Protein of unknown function (DUF,HH|181|387|#7df62d|PF00264_Common central domain of tyrosinase
KZP15462.1,681
XP_035374508.1,799
KRX10972.1,883
CAG2191564.1,675
KAI1794978.1,432
WP_193920188.1,446
KAI6439230.1,1563
MDQ3206811.1,496
XP_044128056.1,443
CAH1424104.1,518
KAI3547653.1,654
MBD2518805.1,446
PPJ60917.1,697
MBA0712059.1,516
KAF3391103.1,626
CAI8591185.1,606
RYO82641.1,662
XP_016268618.1,618
KAJ4264980.1,595
WP_119784714.1,501
XP_043622467.1,602
RYO82336.1,662
MDB5519156.1,418
TYI95124.1,548
VDO44282.1,326
VDI32108.1,677
CAG1847932.1,573
XP_029651985.1,622
KAF5977412.1,484
KZV88582.1,728
KAJ6811251.1,357
KAI3343114.1,609
XP_046046979.1,586
WP_295316421.1,477
MDQ3800996.1,514
KAJ3401511.1,1115
WP_190956088.1,538
WP_197065328.1,489
KAH8675617.1,632
KAI7751868.1,352
XP_040964186.1,299
XP_003545882.1,602
XP_054121787.1,631
GGN79020.1,462
WP_054509706.1,512
MDR3514599.1,497
XP_044128035.1,443
KAI5778031.1,693
MDP1909020.1,304
KAJ8302998.1,329
KAF5350909.1,636
KAG4436593.1,610
KAF5718065.1,586
WP_158709629.1,493
WP_286965369.1,527
KAF9069697.1,623
KAF1733251.1,392
KAF3318443.1,719
MDB5853475.1,487
KAI0176329.1,630
KAI3581108.1,871
XP_031035990.3,871
KAF3277277.1,710
PZR75952.1,516
XP_057470525.1,600
KAE8218800.1,75
MDB5823501.1,487
XP_030480017.1,608
KAF4363823.1,612
GKT76642.1,705
XP_011127547.1,719
WP_211904857.1,412
KAF8815958.1,659
KAI6558896.1,1563
KAG1847996.1,607
KAI6329044.1,1564
KAH8836599.1,1564
KAI0450249.1,463
KAG5976520.1,640
KAG6327229.1,360
KAI3967574.1,541
XP_028508476.1,616
CAG8584266.1,593
KAJ7528375.1,677
RMX36716.1,956
PMB65306.1,392
XP_009407067.1,578
KAJ6786222.1,630
MBL8297224.1,495
KAI8822795.1,618
XP_017978714.1,600
KIJ47996.1,578
QBZ53477.1,1553
KAJ4414265.1,635
XP_058087101.1,593
KAJ3575558.1,532
KAK0653828.1,552
KAH9507503.1,650
KZL72402.1,683
KAI6326078.1,1564
KAI6484240.1,1564
KAI6290193.1,1564
KAK2180061.1,925
KAG7410885.1,586
PPQ90313.1,544
KAI3830741.1,575
KAK1493603.1,682
WP_191196159.1,458
KAI6257185.1,1564
KAI6267999.1,1564
WP_074907420.1,494
OQO03877.1,595
WP_188914540.1,498
KAK1241362.1,554
EGU75767.1,874
KAJ4192619.1,566
XP_025499464.1,643
XP_025441367.1,643
OAA53461.1,620
KAF3904020.1,534
XP_003369789.1,653
EQL01216.1,626
XP_016180146.1,605
KAI7911769.1,1555
CAJ0949698.1,870
KAI6394181.1,1606
XP_051335473.1,651
EOY28324.1,600
WP_233761795.1,556
KIM66446.1,688
WP_052035635.1,975
EPS41126.1,1156
KAI8822796.1,609
KAF9064242.1,668
KAE9421148.1,644
MBM3577997.1,321
KAJ4522533.1,483
MCR9220450.1,516
GKT87693.1,657
KAI1187983.1,473
WP_197424484.1,505
KAI4138985.1,1289
WP_027531039.1,429
WP_157110587.1,598
KAI0322397.1,598,HH|442|563|#e76085|PF18132_Tyosinase C-terminal domain,HH|55|297|#7df62d|PF00264_Common central domain of tyrosinase
XP_007809296.1,602
KAF3917096.1,661
WP_192556251.1,461
XP_033457306.1,633
PZS40454.1,239
XP_041287905.1,668
AYV45430.1,481
ODM17575.1,648
KAH7100112.1,719
XP_047309494.1,601
XP_060070638.1,655
KRX98522.1,807
XP_049103429.1,631
KAJ4041984.1,582
EKU98475.1,505
GMT19871.1,583
XP_051595163.1,668
XP_003046195.1,566
XP_015159895.1,591
KAJ3808755.1,683
WP_235527513.1,422
KAH7890355.1,700
KAJ6851439.1,613
PIL22742.1,567
WP_189189485.1,480
KAJ9496351.1,644
PHH80405.1,481
XP_053373535.1,484
KAH0642709.1,598,HH|387|437|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|23|#27220e|SignalP-TM_SignalP-TM,HH|458|592|#550d31|PF12143_Protein of unknown function (DUF,HH|173|380|#7df62d|PF00264_Common central domain of tyrosinase
GMN50850.1,626,HH|376|427|#cda590|PF12142_Polyphenol oxidase middle domain,HH|501|623|#550d31|PF12143_Protein of unknown function (DUF,HH|156|368|#7df62d|PF00264_Common central domain of tyrosinase
CAI8591186.1,605
KAI3972231.1,560
TRX88097.1,675
KAF3163312.1,710
KAI6150823.1,682
KAH8809854.1,557
XP_033755085.1,762
XP_051603390.1,728
WP_176752884.1,867
KAI1828051.1,636
KAG2047519.1,668
KAI7744338.1,614,HH|413|468|#cda590|PF12142_Polyphenol oxidase middle domain,HH|495|609|#550d31|PF12143_Protein of unknown function (DUF,HH|182|405|#7df62d|PF00264_Common central domain of tyrosinase
WP_164467273.1,465
XP_035334164.1,548
WP_192339443.1,418
KAF8740896.1,551,HH|405|525|#e76085|PF18132_Tyosinase C-terminal domain,HH|49|294|#7df62d|PF00264_Common central domain of tyrosinase
KAH9980147.1,599
WP_012404024.1,503
CAG2240790.1,294
KAG4279622.1,513
XP_043136064.1,648
KAI5849484.1,650
MCL7050111.1,470
KAJ4532953.1,492
WP_167359535.1,493
XP_015755076.1,527
KIO01746.1,670
OCK99309.1,676
WP_018408318.1,321
KAK1303122.1,482
TEY85186.1,595
KAJ2550755.1,411
WP_091335800.1,486
CAI6335178.1,692
ROV88515.1,561
KAI9739853.1,608
XP_040785386.1,611
KAI6142105.1,670
MDA8745975.1,615
MBV8888338.1,496
KAH1218036.1,786,HH|585|636|#cda590|PF12142_Polyphenol oxidase middle domain,HH|14|65|#cda590|PF12142_Polyphenol oxidase middle domain,HH|660|783|#550d31|PF12143_Protein of unknown function (DUF,HH|96|212|#550d31|PF12143_Protein of unknown function (DUF,HH|376|579|#7df62d|PF00264_Common central domain of tyrosinase
KAJ1272442.1,554
KAI3862036.1,411
XP_015866933.2,603
OAA76486.1,631
KAG2082901.1,542
WP_159037393.1,493
VDI22070.1,677
KAF7635299.1,1393
RVX74609.1,614
NBB51565.1,442
KAG0343743.1,515
MDH4074926.1,401
VDI70856.1,501
KAF2257857.1,604
RKK79002.1,586
AGU11969.1,479
KAF2453655.1,570
KAI6102715.1,677
KAG9449674.1,595
BAD51402.1,626
KAG9849898.1,803
XP_030528745.1,602
KAF7324006.1,660
CCD61123.1,610
KAF4948265.1,586
WP_236990704.1,548
KAI0754754.1,620
WP_084561355.1,501
XP_049161604.1,631
KAI9754063.1,631
XP_056057037.1,540
OAQ69301.1,990
XP_056067855.1,696
KAI9349436.1,637
KAI0864119.1,642
KAH9507510.1,898
KAH8091503.1,207
XP_043620775.1,609,HH|401|449|#cda590|PF12142_Polyphenol oxidase middle domain,HH|474|606|#550d31|PF12143_Protein of unknown function (DUF,HH|168|391|#7df62d|PF00264_Common central domain of tyrosinase
CAE6525698.1,739
XP_007363790.1,618
WP_231325791.1,445
XP_021993034.1,601
MQM15938.1,601,HH|393|443|#cda590|PF12142_Polyphenol oxidase middle domain,HH|468|598|#550d31|PF12143_Protein of unknown function (DUF,HH|179|385|#7df62d|PF00264_Common central domain of tyrosinase
CCF32684.1,627
KAJ0733480.1,602
XP_041220307.1,661
XP_027055193.1,526
WP_017125950.1,511
XP_033380464.1,619
KAG0650056.1,595
KAI8748319.1,791
WP_051367409.1,486
CAE6468536.1,447
MDF0673502.1,779
KAJ6790563.1,644
XP_052140049.1,597
WP_093200063.1,534
KAH0043639.1,803
KAG4168514.1,385
KAG8910581.1,414
KAI9701818.1,663
SEI93711.1,462
KPC83244.1,507
CAD2139986.1,597
KAJ0500437.1,602
KAJ0507926.1,602
XP_026392911.1,656
CAC5414261.1,504
QIW96255.1,661
KAI4101204.1,544
WP_166575859.1,416
KAH9880044.1,752
XP_026381700.1,575
MBA2302685.1,413
KAI3322315.1,736
KAI3878814.1,574
WP_126156216.1,518
XP_033541906.1,564
KAH8775653.1,643
KAH8732679.1,620
WP_307247109.1,801
KAI3544057.1,630
KAJ0983091.1,583
WP_127632647.1,338
KAE8441840.1,564
RXW20221.1,667
KAG2121574.1,669
KAJ6850522.1,617
XP_058087102.1,593
XP_014768533.1,622
XP_021294109.1,600
WP_302252004.1,472
XP_052067484.1,628
MCE8533516.1,487
KAG9248530.1,657
KAI0183915.1,642
MBV9690951.1,480
OCK86600.1,650
KAK0759584.1,634
XP_051335289.1,476
MCE8526564.1,487
KAF3274580.1,693
KAJ0516300.1,396
KAG2054168.1,669
KAJ7528377.1,589
CAD6185960.1,598
RDA88662.1,601
WP_234162952.1,487
VDI68499.1,764
KAH7635211.1,726
XP_047867396.1,631
WP_096670765.1,531
KAF8766093.1,595
KAI8835817.1,370
NBC31966.1,494
XP_054800810.1,615
KAI9750729.1,715
CBS88068.1,556
TKY71666.1,612
KAJ6619317.1,615
CAB3258133.1,4639
XP_016691539.2,548
SPE49652.1,272
KAF3083019.1,707
WP_173013886.1,482
KAK1545598.1,647
KAI3960554.1,576
KAF3312054.1,693
CAG8476361.1,587
XP_052061957.1,529
XP_001594917.1,593
WP_071018667.1,536
MCC6588934.1,446
WP_122589893.1,302
CEJ90106.1,630
XP_011128005.1,693
KAF3216187.1,693
KAH7013796.1,639
WP_074905859.1,478
KAJ0869352.1,573
KAF3138816.1,717
VDM65717.1,309
XP_006674311.1,1380
OAL25049.1,920
PIA47836.1,587
XP_041181804.1,669
WP_280828793.1,498
KAI8630775.1,685
TVU43139.1,634
WP_162488069.1,550
KAI1735732.1,532
WKX90025.1,468
KAI9403221.1,533
4Z11_A,517
KAF3110347.1,687
WMV43057.1,587
WP_248796274.1,511
CBZ41490.1,601
KAI3845512.1,544
WP_267169789.1,477
WMV43063.1,591
XP_049361830.1,593
PKA50209.1,498,HH|306|356|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|27|#27220e|SignalP-TM_SignalP-TM,RE|1|29|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|27|#eebe41|SignalP-noTM_SignalP-noTM,HH|378|498|#550d31|PF12143_Protein of unknown function (DUF,HH|102|296|#7df62d|PF00264_Common central domain of tyrosinase
KIJ07755.1,601
MCO5611039.1,539
CAG8600510.1,584
KEP49479.1,773
QBC35993.1,593
KAI1811916.1,554
WP_127619355.1,421
TGJ73361.1,693
KAI1143479.1,633
PIL38787.1,513
GKZ84058.1,572
XP_038641681.1,455
WP_302251477.1,472
4Z12_A,520
KAF3165725.1,693
CAG8547061.1,584
XP_013387708.1,821
KAG5991638.1,639
WP_073296813.1,513
XP_004972211.1,594
KAK1513139.1,647
KAB5566591.1,553
CAB3263131.1,3737
WP_310000931.1,503
WP_180279427.1,473
KAF3001808.1,560
KAF3278107.1,693
KAJ6568852.1,583,HH|416|552|#e76085|PF18132_Tyosinase C-terminal domain,HH|54|308|#7df62d|PF00264_Common central domain of tyrosinase
XP_013397858.1,817
XP_041303721.1,670
VDM60451.1,751
EPS59410.1,575
KIJ53632.1,579
XP_007139960.1,582
CAG8671255.1,583
PQP92079.1,570
KIJ12874.1,675
GCB21129.1,572
XP_001560963.1,595
QID41594.1,602
KAG1873831.1,992
KYP64362.1,611,HH|380|429|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|24|#27220e|SignalP-TM_SignalP-TM,HH|448|565|#550d31|PF12143_Protein of unknown function (DUF,HH|185|369|#7df62d|PF00264_Common central domain of tyrosinase,EL|7|24|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.,EL|581|600|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
PQE23259.1,669
XP_045280565.1,642
XP_031576738.1,642
VDI50192.1,686
KHN03178.1,403
XP_007322222.1,414
KAI9897875.1,590
KIJ12873.1,704
EQL38653.1,642
MCJ1254154.1,517
XP_013262059.1,402
WP_127502560.1,861
KAF3103766.1,693
KAI7751869.1,612
KAG6116506.1,639
NCR17376.1,293
WKY02779.1,719
WP_307235164.1,858
KAF3175469.1,693
CAF3559362.1,828
KAJ1675398.1,407
KAK0377392.1,548
CAC5409141.1,453
WP_081675055.1,594
QPH18922.1,1026
WP_196403752.1,321
WP_085032822.1,536
KAJ6805396.1,384
BAO79387.1,602
AMB26746.1,762
KAJ7501178.1,566
EGE77268.1,642
WP_158780981.1,469
WP_153397941.1,503
KAI3845510.1,492
KAI7722947.1,875
KAI9669267.1,552
XP_058202267.1,597
WP_262314300.1,213
XP_001906084.1,602
VBB80103.1,602
MCO5567192.1,657,HH|433|485|#cda590|PF12142_Polyphenol oxidase middle domain,HH|540|656|#550d31|PF12143_Protein of unknown function (DUF,HH|217|426|#7df62d|PF00264_Common central domain of tyrosinase
WP_085466885.1,474
RCI09471.1,608
KAG9029812.1,585
WP_153530241.1,338
CAB3403535.1,613
KAI7743249.1,679,HH|348|399|#cda590|PF12142_Polyphenol oxidase middle domain,HH|546|677|#550d31|PF12143_Protein of unknown function (DUF,HH|428|545|#550d31|PF12143_Protein of unknown function (DUF,HH|134|341|#7df62d|PF00264_Common central domain of tyrosinase,EL|36|58|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
KAH9507489.1,603
KAF2869068.1,725
ADF59059.2,605
WP_015119400.1,447
KAI2467760.1,635
GMR42861.1,609
MDF0652960.1,507
KAH8170264.1,507
PHH65690.1,544
XP_052997719.1,1852
KAH8770537.1,557
KAI3769411.1,632,HH|427|475|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|21|#27220e|SignalP-TM_SignalP-TM,HH|500|628|#550d31|PF12143_Protein of unknown function (DUF,HH|198|417|#7df62d|PF00264_Common central domain of tyrosinase
KAG1739552.1,669
XP_045194327.2,669
KAI9708383.1,577
KAI7751867.1,581
GAV64582.1,610
KAJ8428988.1,586
KAG5592200.1,591
KAH6990001.1,707
XP_003708924.1,719
RVX08546.1,601
KAF2636144.1,578
KAF8644364.1,688
KAJ7819370.1,631
WP_194697949.1,507
KAJ7473059.1,566
KAI8939615.1,741
RWA11992.1,570
KAJ2985275.1,594
KAJ6805709.1,598
XP_010647098.3,624
KAI0409928.1,798
WP_124738244.1,321
XP_048447402.1,605
PWA73780.1,611
XP_033455538.1,620
XP_029750945.1,648
UXP86201.1,688
KAF7635298.1,826
KAJ0507936.1,577
XP_037214079.1,580,HH|422|545|#e76085|PF18132_Tyosinase C-terminal domain,HH|57|309|#7df62d|PF00264_Common central domain of tyrosinase
KAI9048358.1,549
XP_033387539.1,575
WKY02554.1,601
RZJ53202.1,538
WP_034725716.1,505
KAH9212647.1,588
KAG0636183.1,641
CAD6453306.1,530
KAG4971506.1,597
KAH6908112.1,686
CAH1764661.1,585
MCG8466778.1,437
QVN30069.1,610
GAQ81141.1,699
WP_083340471.1,296
APA06690.1,594
KAG1751812.1,648
XP_026393561.1,649
WP_127658821.1,536
RYP54978.1,521
KAG6326413.1,248
KAJ8428987.1,586
XP_028399963.1,525
KAF0323433.1,548
WP_127633526.1,536
WP_088194778.1,536
MCJ1468770.1,657
XP_028240997.1,604
WP_116752802.1,540
RDA91079.1,608
SPS05596.1,526
KAH6719126.1,588
XP_039068552.1,566
MCL7040770.1,546
KAF7358037.1,670
WP_251975559.1,536
KAI4299338.1,520,HH|364|411|#cda590|PF12142_Polyphenol oxidase middle domain,HH|440|495|#550d31|PF12143_Protein of unknown function (DUF,HH|143|356|#7df62d|PF00264_Common central domain of tyrosinase
KAJ0500439.1,605
EOX97990.1,608
WP_213035829.1,526
CAJ0835491.1,570
WP_173520751.1,536
WP_073009267.1,506
KAJ8423537.1,586
MBV8694797.1,481
KAJ6753866.1,491
MCJ1345173.1,670
KAB2106981.1,616
KAH9952079.1,579
WP_081344284.1,503
WP_231748447.1,426
OBS24243.1,396
PQE21375.1,669
OJD20619.1,641
KAJ2906455.1,568
WP_127616746.1,408
XP_004146644.1,577
WP_127671264.1,536
KAJ0733485.1,501
WP_141185819.1,507
KAJ5031023.1,1297
KAI1777107.1,549
WP_014528051.1,536
WP_013845253.1,536
CAJ0937455.1,602
WP_111479533.1,539
APH08581.1,536
WP_110887826.1,471
WP_156584030.1,503
WP_284312976.1,539
XP_044670258.1,524
XP_024716773.1,590
XP_052212235.1,382
KAJ2686886.1,400
MBO9637333.1,534
WP_127620979.1,536
WP_014531003.1,536
WP_127667393.1,536
WP_128204135.1,536
WP_003532607.1,536
XP_021993035.1,604
EOX97993.1,529
OAY74941.1,571
KAI0297811.1,553
KHN07287.1,456
WP_248163198.1,500
XP_006459713.1,576
CZS81751.1,610
XP_007042160.2,565
KAI0402806.1,643
KAI7775283.1,619
KAH7411015.1,751
WP_162819891.1,258
XP_006583808.1,604
KAG9032086.1,604
RRJ19842.1,475
KAD5318067.1,542
TVY52821.1,609
KAK1439700.1,611
WP_041862553.1,536
WP_231747172.1,426
WP_082101749.1,533
GAW17572.1,599
WP_088202268.1,536
WP_037471207.1,536
MBV9914953.1,487
MCA1646857.1,423
WP_250454517.1,473
TVY40862.1,606
KAF8410583.1,587,HH|373|423|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|22|#eebe41|SignalP-noTM_SignalP-noTM,HH|453|585|#550d31|PF12143_Protein of unknown function (DUF,HH|160|364|#7df62d|PF00264_Common central domain of tyrosinase,EL|7|26|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
WIA42002.1,531
WP_268246685.1,75
WP_017272552.1,536
KAG0610576.1,558
MAX78767.1,474
XP_047307722.1,587,HH|372|423|#cda590|PF12142_Polyphenol oxidase middle domain,RE|1|33|#27220e|SignalP-TM_SignalP-TM,HH|453|585|#550d31|PF12143_Protein of unknown function (DUF,HH|157|365|#7df62d|PF00264_Common central domain of tyrosinase
RDA86402.1,609
CAG8777165.1,565
RAN81509.1,527
KAJ6787512.1,672
KAG1854114.1,569
SZF02864.1,617
KAA8576834.1,595
KAH6971112.1,717
WP_158528676.1,536
WP_127718930.1,536
WP_081159864.1,536
KAG8983087.1,604
CAJ0587640.1,660
WP_084003386.1,476
KAF5474359.1,615
KAI3803631.1,592
CCU76074.1,617
XP_035341410.1,618
WP_014528485.1,536
XP_011324191.1,556
WP_088200114.1,537
MBV8953141.1,488
KAG9009286.1,1074
KAJ7022230.1,614,HH|464|583|#e76085|PF18132_Tyosinase C-terminal domain,HH|48|294|#7df62d|PF00264_Common central domain of tyrosinase
MBI0362464.1,292
KAI1623364.1,742
KAH8798668.1,431
CAB4276012.1,598
WP_172682351.1,536
KCW76288.1,601
WP_206365957.1,422
KAG0566489.1,558
KAJ3477139.1,630
WP_259451287.1,476
KAK1439697.1,611
CAD5228755.1,829
ANJ26673.1,465
WKY02780.1,621
KXJ95839.1,598
XP_057463962.1,599
MCG8520021.1,500
KIJ19655.1,667
ETO23759.1,830
CAI9629458.1,616
XP_044638356.1,571
TGO84905.1,595
KAJ9690389.1,602
KAI3853826.1,583
XP_018805282.2,610
EOX97991.1,565
WP_139661236.1,588
WP_083161008.1,686
KAG9311889.1,688
KAG8996065.1,604
XP_042472063.1,582
KAI6039021.1,693
WP_226382951.1,426
WP_284428846.1,526
KAK0387543.1,556
XP_003541740.1,601
KHN08551.1,601
XP_014773512.1,294
XP_044720990.1,635
KAF8837814.1,665
XP_044704522.1,507
KJZ74666.1,546
KAI1611775.1,742
CAC5409133.1,466
KAJ3467698.1,750
XP_046135581.1,750
TVY83497.1,600
WP_107358329.1,536
WP_216744538.1,519
XP_041026022.1,638,HH|425|476|#cda590|PF12142_Polyphenol oxidase middle domain,HH|508|636|#550d31|PF12143_Protein of unknown function (DUF,HH|211|418|#7df62d|PF00264_Common central domain of tyrosinase
KAI4129108.1,590
QIE24802.1,480
KAG4960487.1,594
WP_146722677.1,420
ABL67929.1,225
KQM83161.1,457
WP_235903685.1,457
KKL03180.1,518
KAF0547091.1,604
KAF3915762.1,633
WP_209514799.1,272
WP_143281827.1,350
KAD3066730.1,614
XP_034313327.1,706
KAF4818077.1,548
KAI9747868.1,790
UPK96192.1,749
EPS39027.1,752
KPA37798.1,273
KAI9782047.1,625
KAG8405442.1,626
KAJ3401510.1,608
KAF7190588.1,820
KAJ4352801.1,416
ABI96929.1,453
KAI3845515.1,625,HH|392|443|#cda590|PF12142_Polyphenol oxidase middle domain,HH|489|611|#550d31|PF12143_Protein of unknown function (DUF,HH|176|385|#7df62d|PF00264_Common central domain of tyrosinase,EL|12|31|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
GBC08793.1,558
KAG6379515.1,662
XP_043621955.1,610
XP_041189629.1,641
KAE9552646.1,708
KAI8681122.1,750
XP_040268782.1,444
KAI4210645.1,686
